SERIAL,CIRCULATION_MARKET_VALUE<140>,VOLUME{2025-10-29},CHG,TRADING_VOLUMES{2025-10-29},PCHG{2025-10-29},BOTTOM_PRICE<140>{2025-10-29},PEAK_PRICE<140>{2025-10-29},MARKET_SHORT_NAME,SECURITY_CODE,QRR{2025-10-29},PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IFSTSTOCK{2025-10-29},IF_DELISTING,MARKET_NUM,IN_OPTIONAL,TURNOVER_RATE{2025-10-29},PETTM{2025-10-29},PE_DYNAMIC{2025-10-29},TOAL_MARKET_VALUE<140>{2025-10-29}
152,2558.81亿,8476.19万,-0.57,4.43亿,-0.03,5.21,5.27,SH,601816,0.66,1.28,5.23,京沪高铁,否,否,1,False,0.17,20.10,20.26,2558.81亿
153,500.66亿,718.89万,1.84,4.11亿,1.04,56.32,57.95,SH,688187,1.05,1.92,57.62,时代电气,否,否,1,False,0.83,20.09,23.41,782.45亿
154,1542.17亿,7476.48万,-0.42,5.28亿,-0.03,7.03,7.13,SH,600019,0.95,0.76,7.08,宝钢股份,否,否,1,False,0.34,20.04,15.80,1542.17亿
155,1.79万亿,339.37万,-0.91,48.69亿,-13.10,1430.04,1446.55,SH,600519,1.13,7.51,1431.90,贵州茅台,否,否,1,False,0.27,19.94,20.81,1.79万亿
156,549.68亿,1.20亿,4.46,26.71亿,0.96,21.60,22.74,SH,600487,1.65,1.80,22.48,亨通光电,否,否,1,False,4.89,19.60,17.51,554.52亿
157,998.97亿,582.91万,0.45,3.27亿,0.25,56.00,56.35,SZ,000538,0.78,2.61,56.35,云南白药,否,否,0,False,0.33,19.36,13.84,1005.43亿
158,1349.21亿,799.19万,-0.25,5.37亿,-0.17,66.87,67.65,SH,600660,0.55,4.96,67.36,福耀玻璃,否,否,1,False,0.40,19.35,18.66,1757.92亿
159,714.86亿,1114.13万,2.69,4.50亿,1.07,39.63,40.86,SZ,000963,1.65,2.97,40.80,华东医药,否,否,0,False,0.64,19.35,19.53,715.64亿
160,464.97亿,355.25万,0.44,2.32亿,0.29,65.10,65.57,SH,600600,0.74,2.85,65.57,青岛啤酒,否,否,1,False,0.50,19.32,12.72,894.50亿
161,786.74亿,287.57万,0.05,1.25亿,0.02,43.26,43.73,SH,603195,0.97,5.37,43.69,公牛集团,否,否,1,False,0.16,19.30,19.18,790.17亿
162,3064.38亿,2.84亿,4.78,49.11亿,0.80,16.93,17.56,SH,603993,0.99,4.83,17.55,洛阳钼业,否,否,1,False,1.63,19.22,19.72,3754.70亿
163,662.92亿,5715.65万,2.99,9.41亿,0.48,16.20,16.58,SH,600176,1.33,2.10,16.56,中国巨石,否,否,1,False,1.43,19.05,19.36,662.92亿
164,413.87亿,936.34万,0.14,1.30亿,0.02,13.83,13.99,SH,601808,0.35,1.49,13.98,中海油服,否,否,1,False,0.32,19.01,15.59,667.07亿
165,953.95亿,852.49万,1.22,4.90亿,0.69,57.02,58.10,SZ,002311,1.11,3.78,57.38,海大集团,否,否,0,False,0.51,19.01,17.28,954.66亿
166,1250.72亿,1.21亿,1.65,6.65亿,0.09,5.44,5.55,SZ,000166,1.31,1.28,5.55,申万宏源,否,否,0,False,0.53,18.86,16.22,1389.72亿
167,590.98亿,5447.64万,3.12,13.38亿,0.75,24.21,24.90,SH,601168,0.97,3.34,24.80,西部矿业,否,否,1,False,2.29,18.79,15.05,590.98亿
168,891.11亿,1.03亿,9.57,42.74亿,3.75,39.65,43.11,SH,600362,1.49,1.82,42.94,江西铜业,否,否,1,False,4.96,18.58,18.51,1486.90亿
169,5235.27亿,9168.21万,-0.72,5.07亿,-0.04,5.51,5.56,SH,600028,0.64,0.81,5.52,中国石化,否,否,1,False,0.10,18.53,16.73,6689.00亿
170,1944.60亿,2536.53万,0.72,10.28亿,0.29,40.20,40.78,SZ,002352,0.95,2.15,40.75,顺丰控股,否,否,0,False,0.53,18.50,17.90,2053.57亿
171,2276.09亿,361.45万,-0.38,6.71亿,-0.72,184.62,187.91,SH,600809,0.68,6.35,186.57,山西汾酒,否,否,1,False,0.30,18.45,13.38,2276.09亿
172,961.43亿,9552.33万,1.17,9.85亿,0.12,10.18,10.40,SZ,000425,0.58,2.01,10.35,徐工机械,否,否,0,False,1.03,18.44,13.96,1216.43亿
173,1031.69亿,8345.76万,-0.16,10.39亿,-0.02,12.40,12.50,SZ,000625,0.75,1.61,12.49,长安汽车,否,否,0,False,1.01,18.22,30.40,1238.27亿
174,5317.64亿,8433.97万,-0.44,5.78亿,-0.03,6.83,6.89,SH,601728,0.80,1.37,6.85,中国电信,否,否,1,False,0.11,18.18,15.28,6268.24亿
175,349.05亿,562.08万,0.78,2.83亿,0.39,49.92,50.67,SZ,002353,0.52,2.33,50.35,杰瑞股份,否,否,0,False,0.81,18.17,21.39,515.51亿
176,1689.10亿,1.92亿,0.55,10.50亿,0.03,5.44,5.49,SH,600050,0.75,1.02,5.49,中国联通,否,否,1,False,0.62,18.14,14.68,1716.42亿
177,6374.03亿,2.12亿,3.75,64.63亿,1.12,30.01,31.05,SH,601899,0.81,4.91,30.96,紫金矿业,否,否,1,False,1.03,18.06,16.30,8228.42亿
178,1253.66亿,3094.96万,2.89,5.48亿,0.50,17.04,18.11,SH,600346,1.14,1.94,17.81,恒力石化,否,否,1,False,0.44,18.01,18.72,1253.66亿
179,447.95亿,8038.71万,0.09,16.93亿,0.02,20.88,21.23,SZ,002236,0.76,1.82,21.17,大华股份,否,否,0,False,3.80,17.86,14.76,695.81亿
180,1413.84亿,1455.67万,-0.57,3.30亿,-0.13,22.62,22.86,SH,601633,0.95,2.26,22.77,长城汽车,否,否,1,False,0.23,17.83,16.93,1948.63亿
181,644.65亿,185.21万,-0.05,1.01亿,-0.03,53.93,55.54,SZ,300979,0.66,4.30,55.24,华利集团,否,否,0,False,0.16,17.75,19.85,644.65亿
182,1940.58亿,2696.25万,0.83,16.63亿,0.51,61.03,62.45,SH,600309,1.03,1.85,61.99,万华化学,否,否,1,False,0.86,17.49,15.89,1940.58亿
183,564.93亿,5723.33万,0.76,4.54亿,0.06,7.87,8.01,SZ,000157,0.78,1.21,7.99,中联重科,否,否,0,False,0.81,17.29,12.50,691.02亿
184,1069.67亿,1513.60万,-0.21,2.17亿,-0.03,14.25,14.46,SH,600886,0.65,1.81,14.35,国投电力,否,否,1,False,0.20,17.16,15.14,1148.64亿
185,880.26亿,644.07万,1.03,1.63亿,0.26,25.16,25.46,SZ,000895,1.01,4.35,25.41,双汇发展,否,否,0,False,0.19,17.12,16.68,880.37亿
186,729.24亿,1844.00万,-0.66,2.76亿,-0.10,14.90,15.06,SH,600674,0.88,1.64,14.96,川投能源,否,否,1,False,0.38,16.93,12.96,729.24亿
187,467.26亿,2817.68万,-0.73,1.52亿,-0.04,5.37,5.45,SH,688009,0.93,1.25,5.42,中国通号,否,否,1,False,0.33,16.78,18.85,573.97亿
188,535.59亿,1467.41万,3.27,3.68亿,0.80,24.23,25.41,SH,600426,1.07,1.71,25.27,华鲁恒升,否,否,1,False,0.69,16.52,16.95,536.54亿
189,818.78亿,8994.76万,7.56,20.78亿,1.66,22.20,23.85,SZ,000807,1.14,2.53,23.61,云铝股份,否,否,0,False,2.59,16.41,13.96,818.78亿
190,514.72亿,7445.89万,2.03,5.96亿,0.16,7.88,8.08,SH,600061,1.37,0.98,8.05,国投资本,否,否,1,False,1.16,16.37,15.13,514.72亿
191,1313.96亿,4729.72万,1.62,8.55亿,0.29,17.81,18.20,SH,601881,1.13,1.74,18.14,中国银河,否,否,1,False,0.65,16.35,15.29,1983.50亿
192,501.74亿,5107.05万,5.78,7.83亿,0.85,14.85,15.57,SH,601958,2.19,2.78,15.55,金钼股份,否,否,1,False,1.58,16.32,16.46,501.74亿
193,956.66亿,904.86万,-0.65,9.60亿,-0.69,105.90,106.69,SH,600941,1.09,1.68,105.97,中国移动,否,否,1,False,1.00,16.04,14.90,2.29万亿
194,3689.49亿,3.14亿,1.00,94.78亿,0.30,29.85,30.46,SH,600030,1.25,1.60,30.30,中信证券,否,否,1,False,2.58,16.00,14.54,4490.63亿
195,1162.49亿,9611.03万,-0.35,5.54亿,-0.02,5.75,5.80,SH,601006,0.89,0.71,5.77,大秦铁路,否,否,1,False,0.48,15.95,14.01,1162.49亿
196,1412.25亿,1.23亿,4.09,29.01亿,0.94,22.88,24.10,SZ,000776,1.41,1.46,23.92,广发证券,否,否,0,False,2.08,15.49,14.06,1819.32亿
197,6949.32亿,2190.40万,-1.06,9.23亿,-0.45,41.95,42.50,SH,601088,0.80,2.01,42.14,中国神华,否,否,1,False,0.13,15.41,16.08,8372.59亿
198,599.97亿,1909.69万,2.39,3.33亿,0.41,16.97,17.71,SH,600233,1.43,1.80,17.53,圆通速递,否,否,1,False,0.56,15.16,15.64,599.97亿
199,1089.98亿,3836.97万,0.27,7.00亿,0.05,18.13,18.37,SZ,300498,0.88,2.82,18.28,温氏股份,否,否,0,False,0.64,15.10,17.36,1216.34亿
200,1955.95亿,6995.85万,0.12,5.62亿,0.01,7.98,8.09,SH,601766,0.69,1.36,8.04,中国中车,否,否,1,False,0.29,14.95,15.92,2307.39亿
201,520.14亿,823.94万,-0.29,1.13亿,-0.04,13.58,13.83,SH,600377,0.91,1.72,13.68,宁沪高速,否,否,1,False,0.22,14.91,13.47,689.16亿
202,692.80亿,7130.78万,3.87,6.05亿,0.32,8.30,8.59,SH,601872,1.02,1.71,8.58,招商轮船,否,否,1,False,0.88,14.63,15.75,692.80亿
203,1908.37亿,578.52万,-0.48,7.49亿,-0.62,128.89,130.89,SZ,000568,0.63,4.11,129.87,泸州老窖,否,否,0,False,0.39,14.58,12.47,1911.62亿
204,655.01亿,3909.39万,6.42,11.67亿,1.84,28.47,30.69,SH,601877,2.46,1.53,30.48,正泰电器,否,否,1,False,1.82,14.53,11.75,655.01亿
205,2621.88亿,2.47亿,3.19,47.53亿,0.60,18.80,19.48,SH,601211,2.33,1.10,19.43,国泰海通,否,否,1,False,1.83,14.43,10.88,3425.30亿
206,4612.32亿,2450.83万,-1.06,29.11亿,-1.27,118.21,119.95,SZ,000858,1.65,3.28,118.83,五 粮 液,否,否,0,False,0.63,14.29,11.83,4612.51亿
207,935.93亿,1936.99万,0.04,4.51亿,0.01,23.16,23.43,SH,600585,0.84,0.66,23.40,海螺水泥,否,否,1,False,0.48,14.19,14.19,1240.04亿
208,1310.73亿,9315.55万,1.79,16.37亿,0.31,17.30,17.74,SH,600999,1.39,1.33,17.66,招商证券,否,否,1,False,1.26,14.19,14.81,1535.81亿
209,614.78亿,267.49万,-1.29,4.01亿,-1.96,149.01,152.90,SZ,000596,1.19,3.16,150.46,古井贡酒,否,否,0,False,0.65,14.19,10.86,795.33亿
210,745.10亿,5490.62万,0.00,2.09亿,0.00,3.78,3.84,SH,601018,0.86,0.95,3.83,宁波港,否,否,1,False,0.28,14.16,14.42,745.10亿
211,1386.11亿,8106.57万,2.49,11.60亿,0.35,14.00,14.47,SZ,002736,1.12,1.57,14.42,国信证券,否,否,0,False,0.84,14.14,13.76,1476.86亿
212,711.36亿,1570.42万,-0.19,1.63亿,-0.02,10.31,10.49,SZ,001965,0.87,1.06,10.43,招商公路,否,否,0,False,0.23,13.75,13.30,711.36亿
213,569.94亿,8056.04万,6.81,10.86亿,0.88,12.79,13.90,SZ,002532,1.16,2.21,13.80,天山铝业,否,否,0,False,1.95,13.63,14.41,641.96亿
214,675.47亿,3771.13万,-3.63,11.52亿,-1.15,30.01,31.71,SH,600066,2.69,5.04,30.51,宇通客车,否,否,1,False,1.70,13.57,15.39,675.47亿
215,589.12亿,2341.51万,4.25,4.39亿,0.78,18.25,19.15,SH,600803,3.44,2.56,19.15,新奥股份,否,否,1,False,0.76,13.57,12.32,593.09亿
216,500.45亿,5409.46万,4.03,8.16亿,0.59,14.55,15.27,SH,601058,4.27,2.38,15.22,赛轮轮胎,否,否,1,False,1.65,13.56,13.07,500.45亿
217,660.55亿,1.88亿,1.37,6.86亿,0.05,3.58,3.70,SH,601618,1.05,0.75,3.70,中国中冶,否,否,1,False,1.05,13.46,12.37,766.77亿
218,565.73亿,7437.96万,7.38,18.28亿,1.73,23.23,25.37,SZ,000933,1.19,2.36,25.17,神火股份,否,否,0,False,3.31,13.30,12.17,566.16亿
219,5156.69亿,2735.87万,-0.01,20.25亿,-0.01,73.50,74.42,SZ,000333,0.88,2.65,74.40,美的集团,否,否,0,False,0.39,13.07,11.32,5716.63亿
220,732.34亿,1394.47万,-0.27,2.02亿,-0.04,14.29,14.59,SZ,000708,0.62,1.76,14.51,中信特钢,否,否,0,False,0.28,13.03,12.68,732.34亿
221,882.07亿,3483.57万,1.36,5.15亿,0.20,14.59,14.96,SH,600188,0.53,2.50,14.89,兖矿能源,否,否,1,False,0.59,12.99,16.06,1494.58亿
222,954.21亿,1.54亿,1.33,8.19亿,0.07,5.25,5.39,SH,600795,0.98,1.56,5.35,XD国电电,否,否,1,False,0.86,12.87,10.56,954.21亿
223,1334.67亿,4103.35万,0.94,7.41亿,0.17,17.86,18.22,SH,600989,0.52,2.90,18.20,宝丰能源,否,否,1,False,0.56,12.41,11.18,1334.67亿
224,800.99亿,2.17亿,0.00,5.34亿,0.00,2.45,2.47,SH,601868,0.75,0.94,2.47,中国能建,否,否,1,False,0.67,12.24,18.38,1029.77亿
225,1304.71亿,4.94亿,7.02,48.15亿,0.65,9.34,10.05,SH,601600,1.22,2.32,9.91,中国铝业,否,否,1,False,3.75,11.92,11.73,1700.12亿
226,1601.15亿,2150.59万,0.20,5.49亿,0.05,25.37,25.66,SH,600690,0.59,2.09,25.60,海尔智家,否,否,1,False,0.34,11.79,9.98,2401.40亿
227,1677.63亿,1.65亿,3.52,37.56亿,0.78,22.11,23.01,SH,601688,1.59,1.24,22.96,华泰证券,否,否,1,False,2.26,11.78,13.73,2072.57亿
228,9416.40亿,1756.51万,0.27,7.92亿,0.12,44.75,45.58,SH,601628,0.81,2.47,45.22,中国人寿,否,否,1,False,0.08,11.66,15.61,1.28万亿
229,2183.31亿,2216.08万,-0.49,4.99亿,-0.11,22.32,22.72,SH,601225,0.58,2.45,22.52,陕西煤业,否,否,1,False,0.23,11.55,12.88,2183.31亿
230,594.33亿,2237.96万,-0.11,1.98亿,-0.01,8.78,8.90,SH,600039,0.61,1.62,8.85,四川路桥,否,否,1,False,0.33,11.33,13.84,769.56亿
231,568.46亿,2550.90万,4.41,6.42亿,1.07,24.15,25.73,SZ,002128,1.55,1.53,25.36,电投能源,否,否,0,False,1.14,11.23,10.35,568.46亿
232,357.45亿,240.88万,-0.10,4977.33万,-0.02,20.55,20.78,SZ,001872,0.74,0.82,20.72,招商港口,否,否,0,False,0.14,11.19,9.79,514.22亿
233,510.42亿,1156.42万,0.05,2.11亿,0.01,18.21,18.32,SH,601607,0.94,0.90,18.30,上海医药,否,否,1,False,0.41,11.18,7.61,678.63亿
234,707.89亿,4047.61万,0.50,5.71亿,0.07,14.03,14.20,SZ,000338,0.76,1.38,14.20,潍柴动力,否,否,0,False,0.81,11.10,10.96,1237.33亿
235,1264.81亿,4194.97万,2.37,5.76亿,0.32,13.32,14.08,SH,601898,0.89,1.16,13.82,中煤能源,否,否,1,False,0.46,10.66,11.01,1832.35亿
236,1.47万亿,9452.22万,-0.33,8.59亿,-0.03,9.04,9.14,SH,601857,0.53,1.07,9.09,中国石油,否,否,1,False,0.06,10.41,9.90,1.66万亿
237,737.96亿,5164.88万,4.02,12.45亿,0.94,23.62,24.41,SZ,002001,2.36,2.32,24.30,新 和 成,否,否,0,False,1.70,10.37,10.53,746.84亿
238,468.57亿,2.09亿,-1.05,7.77亿,-0.04,3.61,3.82,SH,601991,1.53,1.99,3.78,大唐发电,否,否,1,False,1.68,10.31,7.82,699.55亿
239,462.64亿,3195.39万,-3.27,2.75亿,-0.29,8.55,8.85,SH,601298,1.97,1.23,8.58,青岛港,否,否,1,False,0.59,10.16,9.99,556.94亿
240,811.78亿,2631.84万,-0.04,7.15亿,-0.01,27.01,27.27,SH,600938,0.43,1.64,27.15,中国海油,否,否,1,False,0.88,10.10,9.28,1.29万亿
241,530.74亿,6.45亿,10.12,28.55亿,0.42,4.15,4.57,SH,600219,2.78,1.03,4.57,南山铝业,否,否,1,False,5.55,10.08,10.55,530.74亿
242,2.60万亿,4.06亿,-1.93,33.29亿,-0.16,8.11,8.30,SH,601288,0.76,1.07,8.15,农业银行,否,否,1,False,0.13,9.98,10.22,2.85万亿
243,1920.54亿,2166.19万,-0.04,10.92亿,-0.02,50.09,50.91,SZ,002714,0.68,3.56,50.40,牧原股份,否,否,0,False,0.57,9.98,13.07,2753.24亿
244,602.60亿,4481.28万,0.96,7.96亿,0.17,17.56,17.95,SZ,002648,1.31,1.88,17.90,卫星化学,否,否,0,False,1.33,9.83,12.04,602.99亿
245,717.37亿,8641.97万,1.90,4.60亿,0.10,5.25,5.37,SH,600023,1.22,0.97,5.35,浙能电力,否,否,1,False,0.64,9.78,8.64,717.37亿
246,543.25亿,6535.98万,7.04,19.11亿,1.96,28.50,29.93,SH,600096,2.67,2.24,29.80,云天化,否,否,1,False,3.59,9.64,8.62,543.25亿
247,464.66亿,1.87亿,1.68,10.18亿,0.09,5.41,5.50,SH,600027,1.81,1.30,5.46,华电国际,否,否,1,False,2.19,9.63,7.39,634.00亿
248,627.71亿,982.37万,1.12,1.94亿,0.22,19.57,19.92,SH,600741,0.91,1.00,19.91,华域汽车,否,否,1,False,0.31,9.35,10.04,627.71亿
249,1311.62亿,2594.02万,-0.35,1.46亿,-0.02,5.61,5.67,SH,600018,0.66,0.96,5.65,上港集团,否,否,1,False,0.11,9.02,8.18,1315.40亿
250,754.23亿,1.42亿,0.70,8.16亿,0.04,5.70,5.78,SH,601669,0.84,0.69,5.77,中国电建,否,否,1,False,1.09,8.92,9.16,993.95亿
251,908.41亿,2.04亿,6.86,16.71亿,0.53,7.96,8.34,SH,600011,2.72,1.94,8.26,华能国际,否,否,1,False,1.85,8.90,6.55,1296.66亿
252,3134.45亿,5892.55万,0.46,5.18亿,0.04,8.71,8.84,SH,601319,0.88,1.39,8.83,中国人保,否,否,1,False,0.17,8.36,7.36,3904.98亿
253,3987.07亿,1.78亿,-2.14,10.63亿,-0.13,5.93,6.07,SH,601658,0.82,0.72,5.94,邮储银行,否,否,1,False,0.26,8.21,7.25,7133.65亿
254,3933.42亿,1.66亿,-4.68,19.70亿,-0.58,11.75,12.36,SH,600000,1.19,0.55,11.81,浦发银行,否,否,1,False,0.50,8.19,6.61,3933.42亿
255,2.11万亿,3.68亿,-2.00,29.02亿,-0.16,7.80,7.99,SH,601398,0.99,0.74,7.83,工商银行,否,否,1,False,0.14,7.68,8.30,2.79万亿
256,6284.11亿,1.04亿,2.06,61.72亿,1.19,58.49,59.70,SH,601318,1.99,1.08,58.95,中国平安,否,否,1,False,0.98,7.61,6.03,1.07万亿
257,2573.74亿,5906.57万,0.80,22.15亿,0.30,37.27,37.83,SH,601601,1.98,1.28,37.60,中国太保,否,否,1,False,0.86,7.58,6.49,3617.25亿
258,1.18万亿,3.95亿,0.00,22.21亿,0.00,5.56,5.67,SH,601988,1.05,0.67,5.60,中国银行,否,否,1,False,0.19,7.53,7.62,1.80万亿
259,1460.85亿,1691.11万,1.49,11.74亿,1.03,68.66,70.25,SH,601336,0.83,2.62,70.05,新华保险,否,否,1,False,0.81,7.30,7.38,2185.24亿
260,885.49亿,1.12亿,-1.70,10.35亿,-0.16,9.20,9.39,SH,601939,1.02,0.72,9.23,建设银行,否,否,1,False,1.16,7.24,7.45,2.41万亿
261,2244.12亿,2874.33万,-0.07,11.67亿,-0.03,40.52,40.72,SZ,000651,0.76,1.83,40.69,格力电器,否,否,0,False,0.52,7.02,7.91,2279.21亿
262,8410.42亿,9109.88万,-2.00,37.35亿,-0.83,40.69,41.53,SH,600036,1.25,0.97,40.77,招商银行,否,否,1,False,0.44,6.92,6.78,1.03万亿
263,1045.93亿,2544.37万,0.23,2.25亿,0.02,8.80,8.88,SH,601800,0.69,0.50,8.88,中国交建,否,否,1,False,0.22,6.71,7.55,1445.54亿
264,1858.96亿,2.49亿,-1.93,17.89亿,-0.14,7.12,7.26,SH,601328,0.95,0.56,7.13,交通银行,否,否,1,False,0.96,6.68,6.85,6300.34亿
265,798.70亿,1931.96万,-2.07,1.65亿,-0.18,8.48,8.69,SH,601825,0.97,0.65,8.52,沪农商行,否,否,1,False,0.21,6.66,5.86,821.71亿
266,606.27亿,9304.78万,-1.44,6.37亿,-0.10,6.71,6.97,SH,601077,1.76,0.59,6.86,渝农商行,否,否,1,False,1.05,6.55,5.46,779.09亿
267,1377.30亿,7414.63万,-1.85,8.29亿,-0.21,11.06,11.34,SH,601009,1.48,0.76,11.14,南京银行,否,否,1,False,0.60,6.40,5.74,1377.30亿
268,1821.57亿,3008.04万,-0.54,8.31亿,-0.15,27.45,27.96,SZ,002142,1.02,0.84,27.60,宁波银行,否,否,0,False,0.46,6.31,6.09,1822.59亿
269,3146.90亿,6133.23万,-1.03,4.73亿,-0.08,7.63,7.80,SH,601998,0.89,0.61,7.72,中信银行,否,否,1,False,0.15,6.18,5.89,4295.81亿
270,1138.09亿,6633.36万,-2.91,10.48亿,-0.47,15.66,16.14,SH,600926,1.63,0.87,15.70,杭州银行,否,否,1,False,0.92,6.10,4.88,1138.09亿
271,1930.56亿,2.04亿,-3.84,21.64亿,-0.42,10.48,10.91,SH,600919,1.81,0.77,10.52,江苏银行,否,否,1,False,1.11,5.79,4.77,1930.56亿
272,650.64亿,1.58亿,-1.31,4.78亿,-0.04,3.02,3.06,SH,601916,0.64,0.47,3.02,浙商银行,否,否,1,False,0.73,5.58,5.41,829.43亿
273,1173.21亿,9132.08万,0.53,5.21亿,0.03,5.66,5.74,SH,601390,0.78,0.46,5.73,中国中铁,否,否,1,False,0.45,5.57,5.99,1417.66亿
274,1407.85亿,5.21亿,-1.49,20.73亿,-0.06,3.96,4.03,SH,600016,0.77,0.31,3.97,民生银行,否,否,1,False,1.47,5.57,4.06,1738.16亿
275,1325.70亿,7295.91万,-2.81,6.85亿,-0.27,9.29,9.57,SH,601229,1.17,0.55,9.33,上海银行,否,否,1,False,0.51,5.57,5.01,1325.70亿
276,4234.69亿,9310.97万,-2.01,18.70亿,-0.41,19.98,20.35,SH,601166,0.98,0.58,20.01,兴业银行,否,否,1,False,0.44,5.48,4.91,4234.69亿
277,722.24亿,1.30亿,-5.74,22.27亿,-1.04,17.00,17.69,SH,601838,4.56,0.85,17.07,成都银行,否,否,1,False,3.07,5.43,5.72,723.50亿
278,927.16亿,4532.37万,0.37,3.64亿,0.03,7.99,8.07,SH,601186,0.94,0.41,8.06,中国铁建,否,否,1,False,0.39,5.21,5.11,1094.51亿
279,2210.30亿,9662.14万,-0.70,11.01亿,-0.08,11.36,11.46,SZ,000001,0.92,0.49,11.39,平安银行,否,否,0,False,0.50,5.13,4.32,2210.33亿
280,2313.94亿,2.60亿,-1.06,14.56亿,-0.06,5.58,5.67,SH,601668,1.30,0.49,5.60,中国建筑,否,否,1,False,0.63,4.91,3.81,2313.94亿
281,1596.39亿,3.04亿,-1.71,10.51亿,-0.06,3.43,3.50,SH,601818,0.76,0.42,3.44,光大银行,否,否,1,False,0.66,4.86,4.13,2032.54亿
282,1871.31亿,5986.96万,0.54,8.86亿,0.08,14.65,14.90,SH,601919,0.72,0.99,14.84,中远海控,否,否,1,False,0.47,4.62,6.55,2298.68亿
283,1194.58亿,2.24亿,-1.91,12.74亿,-0.11,5.65,5.76,SH,601169,0.92,0.43,5.65,北京银行,否,否,1,False,1.06,4.59,3.97,1194.58亿
284,1049.41亿,8119.53万,-1.30,5.54亿,-0.09,6.79,6.92,SH,600015,0.77,0.35,6.82,华夏银行,否,否,1,False,0.53,4.00,4.53,1085.40亿
